_id,sn,mda,purpose,state,lga,address,landmark,year_commissioned,valuation,lat,lng
asset_1f59954ff7,355,CALABAR LOGISTICS DEPOT,Office Building,Calabar,Calabar Municipal,Nigerian Naval Base Victory Calabar,NIWA/Customsâ€™ Buildng,,,4.9965111,8.3335313
asset_a437306e3a,356,SAPELE LOGISTICS DEPOT,Warehouse,Sapele,Ethiope East,Logistics Depot Naval Base Ogorode Sapele,NNEC,,,5.8519563,6.1463532
asset_72bafaea27,357,MVMG,Mechanical Workshop,Lagos,Ojo,Navy Town Ojo Lagos,Kirikiri Prison,1988,,6.4624975,3.1657099
asset_176196f084,,HEADQUARTERS CENTRAL NAVAL COMMAND,Office Building,,,,,,,,
asset_f0fdaa09e8,359,HQ CNC,Office Building,Bayelsa,Yenagoa,Camp Porbeni,Edie-Epie Bridge,2012,,4.9695001,6.3708656
asset_752630e8d3,360,NNS DELTA,Office Building - Administrative Block,Warri,Warri South,NNS DELTA     Naval Base Warri,NPA,1986,,5.5151142,5.744156
asset_71f24e534e,370,Nigeria Navy Hospital Warri,Office Building,Delta,Uvwie Warri,Effurun,ShopRite/Army Barracks,,,5.5555007,5.7850099
asset_8d23879897,384,NOP ONITSHA,Office Building,Odekpe-onitsha,Ogbaru,Naval Outpost Odekpe,Adjacent Cental School Odekpa,2007,,,
asset_36d25d83f2,385,NNS SOROH,Office Building,Bayelsa,Yenagoa,Camp Porbeni,Edie-Epie Bridge,2018,,4.9695001,6.3708656
asset_3588dbcdf8,386,MOSQUE AND CHURCH,Worship Centre,Bayelsa,Yenagoa,Camp Porbeni,Edie-Epie Bridge,,,4.9695001,6.3708656
asset_1a4a5b4ce4,387,SPORT COMPLEX,Office Building,Bayelsa,Yenagoa,Camp Porbeni,Edie-Epie Bridge,,,4.9695001,6.3708656
asset_7ae6c73498,388,NNS LUGARD,Office Building,Lokoja,Lokoja,Naval Base Lokoja,Banda Village,,,7.8023397,6.7430005
asset_ec474e273f,389,NNS OKURA,Admin Block,Kogi,Dekina,Anyigba Ankpa Rd,Okura Olofia Village,2015,,7.5953906,7.1434419
asset_385109abfc,399,Naval Air Station Effurun,Office Building,Delta,Uvwie,"Naval Air Station Effurun,Refinery Road Effurun, Delta State",Opposite NNPC Filling State,2013,,5.5639359,5.7838249
asset_96ad1487d1,,HEADQUARTERS EASTERN NAVAL COMMAND,Office Building,,,,,,,,
asset_e7f0c7a2e0,405,HQENC,Education Block,Essien Town,Calabar Municipal,"Navy Road, Essien Town, Calabar.",,,,,
asset_b6112c0ecf,418,NNS JUBILEE,Temporary Office Building,Akwa Ibom,Ikot Abasi,NNS Jubilee Ikot Abasi Akwa Ibom State,Ikot Obong Road,,,4.5850454,7.635553
asset_afa8d2865f,430,NNSSPH,Admin Block,Borokiri,Port Harcourt,NNSS PH,,,,4.7465613,7.037539
asset_c2b20454f1,452,NNS PATHFINDER,Officersâ€™ Quarters,Port Harcourt,Rumuolomeni,NNS PATHFINDER Naval Base Port Harcourt,NNS PATHFINDER,Nil,,4.7676576,7.0188527
asset_a95fd49bcf,493,NOP IKURU,Accommodation Block,Ikuru Town,Andoni,"NOP IKURU, Ikuru Town",,2015,,4.4943984,7.5447121
asset_ab8c5bfd3e,501,"NIGERIAN NAVY SECONDARY SCHOOL, CALABAR",Multipurpose Hall,Ikot Offiong Ambai,Akpabuyo Town,"Akpabuyo - Ikang Road,AkpabuyoTown,Calabar.",,,,4.9331,8.4215
asset_89076f2672,525,"NIGERIAN NAVY SECONDARY SCHOOL, CALABAR",Corpers Lodge,Ikot Offiong Ambai,Akpabuyo Town,"Akpabuyo - Ikang Road, AkpabuyoTown, Calabar.",,,,4.9331,8.4215
asset_c3f1fe0716,536,Nigerian Navy BMU Calabar,CNS Guest House Calabar,State Housing Estate,Calabar Municipality,State Housing Estate Calabar,,,,,
asset_3f399dbdd2,,HEADQUARTERS NAVTRAC,Office Building,,,,,,,,
asset_c7e35ccc18,541,Nigerian Navy School of Health Sciences Offa,Armoury,Offa,Offa,"NNSHS Irra Road, Offa",,,,8.1393408,4.7174062
asset_1a5fc04bf8,554,Nigerian Navy School of Health Sciences Offa,Pharmacy/Medical Laboratory/Consulting Room/Labour Room,Offa,Offa,"NNSHS Sickbay Irra Road, Offa",,,,8.1393408,4.7174062
asset_39b216807f,555,"Nigerian Navy School of Armament Technology, Kachia",Admin Block,Kachia,Kachia,Km 15 Kachia- Kaduna Road,"Close to NASA, Kachia",Awaiting Commissioning,,9.8713601,7.956506
asset_cc0032fc2b,561,"Nigerian Navy Ship QUORRA, Apapa",Training Block A,Apapa,Apapa,Harbour Road,,,,6.4625061,3.37215
asset_d2e53feba0,575,"Nigerian Navy Special Boat Service, Ojo",Administrative Block,Lagos,Amuwo-Odofin,"HQ SBS Navy Town, Ojo Lagos",Navy Town,2008,,6.4470565,3.2663155
asset_77e334d7fa,578,"Joint Maritime Security Training Centre, Ojo",Admin/Training Block,Navy Town,Ori-Ade,Navy Town Ori-Ade Lagos,Close to Underwater Warfare School Navy Town,2008-11-27 00:00:00,,6.4448621,3.2833825
asset_b8d7c1cae1,586,"Nigerian Navy Finance and Logistics School, Owerrinta",Admin Block,Owerrinta,Isialangwa South Omoba,Owerrinta Abia State,ASTEC,1978,,,
asset_db8acc9333,594,"Nigerian Navy Basic Training School, Onne",A Block of 25 Room,Onne/PH,Eleme,NNBTS Onne,,Work in progress,,,
asset_f98987118f,603,"Nigerian Naval College, Onne",Main Gate Sentry,Onne,Nchia,,,,,4.7249847,7.1524345
asset_be4cece104,628,"Nigerian Navy Hydrographic School, Borokiri",Admin Block,"Borokiri, Port Harcourt",Port Harcourt,"NNHS Borokiri PMB 6246, Port Harcourt","Beside 7th Day Adventist Church, Egbema",,,4.7465613,7.037539
asset_5af82d19a8,632,"Nigerian Naval Engineering College, Sapele",Admin Block,Sapele,Sapele,Naval Base Ogorode Sapele,Life Flour Mill Ltd,1982,,5.8948144,5.6795885
asset_d1d75cb151,633,"Nigerian Naval Engineering College, Sapele",Naval Medical Centre,Sapele,Sapele,"Naval Base Ogorode, Sapele",Life Flour Mill Ltd,1982,,5.8948144,5.6795885
asset_94acc05d30,667,"Nigerian Navy Engineering College, Sapele",Ogorode Barracks Accommodation,Sapele,Sapele,"Naval Base Ogorode, Sapele",Life Flour Mill Ltd,1982,,5.8948144,5.6795885
asset_807e40eb46,677,Nigerian Navy School of Music Ota,Admin Block/Office,Ogun State,Ado-Odo Ota,Navy Road,Close to LG Secretariat,1991,,7.1261468,3.3268505
asset_21721d86cc,680,063 Nigerian Air Force Hospital Abuja,Hospital Block,FCT Abuja,Kuje,"063 NAFH, Bill Clinton Drive, Airport Road Abuja",Airport,2016,,8.6984415,7.3004993
asset_260d0b8a36,681,Air Force Girls Comprehensive School Abuja,School Building,FCT Abuja,Kuje,Nigerian Air Force Base Abuja,NNIA,2016,,8.9732216,7.2627403
asset_9f1a4d0353,,NAF WORKS CENTRE,Office Building,,,,,,,,
asset_ffeb1633da,688,Nigerian Air Force Works Centre,Office Building,FCT Abuja,Kuje,"Off Bill Clinton Drive, Airport Road Abuja",,2016,,8.6984415,7.3004993
asset_88e2ace8c3,689,"NIGERIA AIRFORCE BASE, ABUJA",Office Building,,,,,,,,
asset_33c62dee6a,690,Nigerian Air Force Base Abuja,2 blocks of 2 storey of 6 x 2-bedroom SOQ,FCT Abuja,Kuje,"NAF Base Off Bill Clinton Drive, Airport Road Abuja",,2017,,8.6984415,7.3004993
asset_9da3f591c1,702,"Air Force Institute of Technology (AFIT), Kaduna",Classroom Builidng,Kawo,Kaduna,NAF Base Kaduna,,,,10.6015223,7.455654
asset_79794f007b,,NIGERIA AIRFORCE SHASHA,Office Building,,,,,,,,
asset_5474a5810f,705,Nigerian Air Force Shasha,Residential Building,"Lagos, Shasha",,Nigerian Air Force Base Shasha,,2017,,,
asset_192dc51336,710,Nigerian Air Force Base Makurdi,Office,Makurdi,,Nigerian Air Force Base Makurdi,,2015,,7.7312634,8.538425
asset_63ba5a2963,713,"Ministry of Defence, Nigerian Air Force",Residential Building,Makurdi,,Nigerian Air Force Base Makurdi,,2018,,7.7312634,8.538425
asset_28367eb62f,716,Nigerian Air Force Base Makurdi,Hospital Block,Makurdi,,161 Nigerian Air Force Hospital,,2018,,7.7312634,8.538425
asset_ca9365ddd7,717,Nigerian Air Force Base Yola,Mechanical Workshop,Jimeta,Jimeta,Nigerian Air Force Base Yola,,2017,,10.5479473,11.9492861
asset_02c85c7eec,727,Nigerian Air Force Base Port Harcourt,Residential Building,Port Harcourt,,Nigerian Air Force Base Port Harcourt,,2016,,4.7676576,7.0188527
asset_536c723692,733,Nigerian Air Force Base Maiduguri,Workshop Building,Maiduguri,,Nigerian Air Force Base Maiduguri,,2016,,11.8395375,13.1536214
asset_2b522062a3,743,Nigerian Air Force Base Kainji,Residential Building,Kainji,,Nigerian Air Force Base Kainji,,2016,,10.2569488,4.5714082
asset_f594912c8f,745,Nigerian Air Force School Air Intelligence Makudi,Residential Building,Makurdi,Makurdi,Nigerian Air Force School Air Intelligence Makudi,,,,7.7263563,8.5329845
asset_a3239a1818,746,"Ministry of Defence, Nigerian Air Force",Recreation Centre,Ilorin,,Nigerian Air Force Base Ilorin,,2017,,8.4963657,4.5480484
asset_e92066c7b2,748,"Ministry of Defence, Nigerian Air Force",Residential Buildng,Benin,,Nigerian Air Force Base Benin,,2018,,6.3330586,5.6221058
asset_8bc554754d,752,"Ministry of Defence, Nigerian Air Force",Residential Buildng,Monguno,,Nigerian Air Force Monguno,,,,12.6534453,13.6856712
asset_1d4a320d20,755,"Ministry of Defence, Nigerian Air Force",Special Operations Command Office Headquarters Complex - Wings B and C,Bauchi,Bauchi,Nigerian Air Force Base Bauchi,,2017,,10.3168749,9.8410189
asset_8aff86e460,790,Construction of Joint Airmen Mess,Recreational Centre,Bauchi,Bauchi,Nigerian Air Force Base Bauchi,,2017,,10.3168749,9.8410189
asset_626dafee9f,791,Construction of MT Yard,Mechanical Workshop,Bauchi,Bauchi,Nigerian Air Force Base Bauchi,,2017,,10.3168749,9.8410189
asset_d18fec6ad2,792,"Ministry of Defence, Nigerian Air Force",X-Ray/Scan and Laboratory/Pharmacy,Ipetu-Ijesha,Ipetu-Ijesha,Nigerian Air Force Base Ipetu-Ijesha,,2016,,7.466667,4.883333
asset_79fe6badef,808,"Ministry of Defence, Nigerian Air Force",Office Building,Katsina,,Nigerian Air Force Base Katsina,,2017,,12.5630825,7.6207063
asset_6bb40a5494,821,"Ministry of Defence, Nigerian Air Force",Residential Building,Kerang,Mangu,Nigerian Air Force Base Kerang,Swan Natural Spring water hills,2017,,9.3420882,9.2076703
asset_a8a8e58e05,825,"Ministry of Defence, Nigerian Air Force",Residential Building,Yenagoa,Yenagoa,Nigerian Air Force Base Yenagoa,,2016,,4.9327753,6.2669045
asset_08ed99976a,841,"Ministry of Defence, Nigerian Air Force",Construction of additional boys hostel,Uyo,,Nigerian Air Force Comprehensive School Uyo,,2017,,4.990237,7.9974399
asset_82612bf067,842,NAF 305 Special Mobility Group Calabar,Residential Building,Calabar,Calabar,Nigerian Air Force Base Calabar,,2017,,4.9462428,8.3496114
asset_a5d059e706,847,NAF 401 Flying Training School Kaduna,Residential Building,Kaduna,Kaduna,Nigerian Air Force Base Kaduna,,2016,,10.5182899,7.4359863
asset_f18761992d,851,NAF 403 Flying Training School Kano,Residential Building,Kano,Kano,Nigerian Air force Base Kano,,,,12.0338,8.52948
asset_aa6407fc5c,853,NAF 453 Base Services Group Kaduna,Residential Building,"Kawo, Kaduna",Kaduna,Nigerian Air Force Base Kaduna,,2017,,10.6015223,7.455654
asset_510654bd5f,876,NAF Military Training Centre Kaduna,Dinning Hall,Kawo Kaduna,,Military Training Centre Nigerian Air Force Base Kaduna,,,,10.586191,7.4559302
asset_2bca4f0000,880,"Ministry of Defence, Nigerian Air Force",Auditorium,Kawo Kaduna,,Military Training Centre Nigerian Air Force Base Kaduna,,,,10.586191,7.4559302
asset_e2bb95cb55,894,461 NAF Hospital Kaduna,Cancer Treatment Centre,"Kawo, Kaduna",Kaduna,Nigerian Air Force Base Kaduna,,2016,,10.6015223,7.455654
asset_c83f24fa19,895,NAF Iinstitute For Safety Kaduna,Office Building,Kaduna,Kaduna,Nigerian Air Force Institute for Safety Kaduna,,2017,,10.5182899,7.4359863
asset_994e19c4c5,900,NAF Base Jos,Recreation and Hostel Building,Jos,Jos,AFMS and AFGCS Jos,,,,9.867632,8.8965298
asset_91e4f19602,908,NAF Base Ikeja,Residential Building,Ikeja,Ikeja,Sam Ethnan Air Force Base Ikeja,,,,6.5764934,3.3372209
asset_0f628210a9,917,NAF Base Ibadan,Recreation Centre,Ibadan,,671 Nigerian Air Force Detachment Ibadan,,2017,,7.3786064,3.8969928
asset_3cf94f5982,,NDC Main Complex,Office Building,,,,,,,,
asset_309214d642,920,NDC Clinic,Clinic,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_59c3f36e2f,921,NDC Gym,Gym,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_b046c339ef,922,NDC Mosque,Mosque,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_453a737b48,923,NDC Officers Mess,Officers Mess,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_0a4d38f858,925,NDC Kitchen,Kitchen,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_ca3106f637,927,NDC Maintenance,Office Building,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_2daab13de0,928,NDC Research,Office Building,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_2cc525222b,929,NDC Abdulsalam Building,Office & Lecture Hall,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_5e3a236531,930,NDC Fire Station 1,Office & Fire Station,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_9fbe0e8a0b,931,NDC MT Yard,Office Building,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_028482061c,934,NDC Armoury,Armoury,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_cbf29593b6,935,NDC Chapel,Chapel,FCT,AMAC,Herbert Macaulay Way,NNPC Towers,,,9.0520572,7.4857135
asset_612d9186cb,936,NDC Quarters Gwanripa,Office Building,,,,,,,,
asset_a63626f0ee,937,Jos Street Block,Accommodation,FCT,AMAC,3rd Avenue,H Medix Pharm Gwanripa,,,9.1031063,7.4047279
asset_a2381055cc,938,Jos Street Blocks,Accommodation,FCT,AMAC,3rd Avenue,H Medix Pharm Gwanripa,,,9.1031063,7.4047279
asset_7770218c8c,941,Akure Street,Accommodation,FCT,AMAC,3rd Avenue,H Medix Pharm Gwanripa,,,9.1031063,7.4047279
asset_6adfc8f78a,942,69 Road BQs,Accommodation,FCT,AMAC,3rd Avenue,H Medix Pharm Gwanripa,,,9.1031063,7.4047279
asset_259c28db4e,943,NDC QUARTERS PIWOYI,Office Building,,,,,,,,
asset_79cf9e2bd7,944,Personnel Quarter,Accommodation,FCT,AMAC,Airport Rd,Shoprite Airport Rd,,,9.0552729,7.4662595
asset_1264d43ad2,947,NDC Clinic Piwoyi,Clinic,FCT,AMAC,Airport Rd,Shoprite Airport Rd,,,9.0552729,7.4662595
asset_4d6d44e407,,NDC QUARTERS USHAFA,Office Building,,,,,,,,
asset_343a743aa8,948,personnel Quarters,Accommodation,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_e9c58656e1,949,NDC Clinic,Clinic,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_18f61eefe8,950,NDC Fire Station 3,Office Fire/Station,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_c43648b1ec,952,NDC Vocational Center,Office Building,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_ea55bf9e7b,953,NDC Mosque,Mosque,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_02e67d4f66,954,NDC Church (Prot),Church,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_172e794424,955,NDC Church (Catholic),Church,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_d132aa7f28,956,NDC Gym,Gym,FCT,Bwari,Ushafa CamP  Bwari Rd,Usman Dam,,,9.2357478,7.4718746
asset_eb107e203f,960,NDC Liaison Office,Office Building,Lagos,Ikoyi,Eti-Osa,No Ribadu Rd,,,6.4592426,3.532073
asset_9356821d2d,,NIGERIAN DEFENCE ACADEMY,Office Building,,,,,,,,
asset_34bebc5449,975,NIGERIAN DEFENCE ACADEMY,Accommodation,Barnawa,Kaduna North,Gongola/Lokoja Rd Barnawa,,,,10.4833692,7.4348071
asset_c066328db0,1000,Defence Intelligence Agency,Office Building (2 storey),"FCT, Abuja",AMAC,"HQ DIA, Asokoro",State House Clinic,1999,,9.0552729,7.4662595
asset_92c1287204,1029,DEFENCE INTELLIGENCE AGENCY,Accommodation,"FCT,Abuja",AMAC,Nyanya,Nyanya,2005,,8.9533211,7.5501912
asset_b7fdcf9fb8,,NIGERIAN ARMED FORCES RESETTLEMENT CENTRE,Office Building,,,,,,,,
asset_484d5ce5af,1035,Nigerian Armed Forces Resettlement Centre,Office Building,"Oshodi, Lagos",Oshodi/Isolo,"HQ NAFRC, Oshodi",Charity Bus Stop,2012,,6.5261672,3.3338235
asset_84ace9c431,,ARMED FORCES SPECIALIST HOSPITAL,Office Building,,,,,,,,
asset_7ad1f4eff4,,MOD - PENSIONS BOARD(Dutse-Alhaji/Kubwa),Office Building,,,,,,,,
asset_e9eb818f16,,DEFENCE SPACE ADMINISTRATION,Office Building,,,,,,,,
asset_1f27d4f916,1084,MOD - Defence Space Administration,Office Building,"FCT, Abuja",AMAC,"Obasanjo Space Centre, Lugbe. Airport Road",NARSDA,2017-11-03 00:00:00,,9.0552729,7.4662595
asset_2f05ae5b64,,DEFENCE INDUSTRIES CORPORATION OF NIGERIA (DICON),Office Building,,,,,,,,
asset_e4538807ed,1090,Defence Industries Corporation of Nigeria (DICON),Office Building,Kaduna,Kaduna North,45 Ahmadu Bello way,Close to UTC Bus Stop,1993,,10.5561853,7.4527471
asset_aed9fe2c0c,1108,Defence Industries Corporation of Nigeria (DICON),Residential,Kaduna,Kaduna South,No. 31 & 33 Challawa Cresent,Barnawa,1967,,10.4984812,7.4022142
asset_3a16c1157f,1489,Nigerian Security Printing And Minting Plc,Factory,"FCT, Abuja",AMAC,"160, Samuel Ladoke Akintola Boulevard",Old CBN,2002,,9.0552729,7.4662595
asset_0f105abc9e,1490,Nigerian Security Printing And Minting Plc,Factory,"FCT, Abuja",AMAC,"161, Samuel Ladoke Akintola Boulevard",Old CBN,2017,,9.0552729,7.4662595
asset_b1234f3257,1491,Nigerian Security Printing And Minting Plc,Factory,Lagos,Eti-Osa,"26, Ahmadu Bello way VI, Lagos",NTA Victoria Island,1963,,6.4592426,3.532073
asset_667ff7d544,1493,Nigerian Security Printing And Minting Plc,Office Building,Lagos,Eti-Osa,"27, Ahmadu Bello way VI, Lagos",NTA Victoria Island,1964,,6.4592426,3.532073
asset_6cb58d605b,1494,Nigerian Security Printing And Minting Plc,Residential,Lagos,Eti-Osa,"6, Taslim Elias Close, VI, Lagos",NSPM Plc Building,1978,,6.4592426,3.532073
asset_a63b9b032d,1495,Nigerian Security Printing And Minting Plc,Hospital,Yaba,Yaba,"10, Lancaster Street, Yaba",Queens College,1986,,,
asset_a3f6498e72,1496,Federal Mortgage Bank Of Nigeria,Office Building,"FCT, Abuja",AMAC,Plot 266 CBD,Ceddi Plaza,2004,,9.0552729,7.4662595
asset_5c00c270ae,1497,Federal Mortgage Bank Of Nigeria,Office Building,Lagos,Lagos Island,"23A, Marina, Lagos",EKDC Building,,,6.5146557,3.4907375
asset_1bacf032b1,1498,Federal Mortgage Bank Of Nigeria,Office Building,"FCT, Abuja",AMAC,"NO. 13, Ikeja Close, Off Oyo Street, Area 2, Garki",Area 2 Shopping Complex,1997,,9.0552729,7.4662595
asset_8e2060b142,1499,Federal Mortgage Bank Of Nigeria,Office Building,Borno,Maiduguri,No.50 Shehu Lamin Way,Dandai Police Station,1994,,11.8395375,13.1536214
asset_d978252a2e,1500,Federal Mortgage Bank Of Nigeria,Office Building,Bauchi,Bauchi,"No,1 Ahmed Abdulkadir Road",CBN,1994,,10.3168749,9.8410189
asset_bf0ce746a4,1501,Federal Mortgage Bank Of Nigeria,Office Building,Cross River,Calabar South,Bedwell Road,Watt Market,2010,,5.8671966,8.5204774
asset_ad43875976,1502,Federal Mortgage Bank Of Nigeria,Office Building,Edo,Oredo,"No.10 Ewaise Road, Benin",Ring Road,1994,,6.6076575,5.9722713
asset_17ce02c358,1503,Federal Mortgage Bank Of Nigeria,Office Building,Imo,Owerri,"No.4 Tetlow Road, Owerri",Bank Of Agriculture,1994,,5.489736,7.0341973
asset_5b7c3af3e4,1504,Federal Mortgage Bank Of Nigeria,Office Building,Kaduna,Kaduna,No.4 Ali Akilu Road,Fidelity Bank,1994,,10.5182899,7.4359863
asset_69bab5bfa3,1505,Federal Mortgage Bank Of Nigeria,Office Building,Kwara,Ilorin West,No.2 Asa Dam Road,NNPC,2003,,8.8367891,4.6688487
asset_6fe3916061,1506,Federal Mortgage Bank Of Nigeria,Office Building,Niger,Chanchaga,"No.4 Bosso Road, Minna",Govt House Junction,2003,,9.9326083,5.6511088
asset_039f64f72d,1507,Federal Mortgage Bank Of Nigeria,Office Building,Ondo,Akure South,"Agbaka Road GRA, Akure","Alagbaka, beside Got House",1994,,7.0209686,5.0567477
asset_2e6ee6475d,1508,Federal Mortgage Bank Of Nigeria,Office Building,Plateau,Jos North,No.1 Secretairiat junction.Jos,NNPC Depot,1994,,9.9421959,8.8929852
asset_5f2aaddbca,1509,Federal Mortgage Bank Of Nigeria,Office Building,Oyo,Ibadan North West,"No.1 Adekunle Fajuyi Road, Dugbe",Adamasingba Stadium,1994,,8.2151249,3.5642897
asset_77883dd92a,1510,Federal Mortgage Bank Of Nigeria,Office Building,Enugu,Enugu North,"No.7 Ridge Road, Enugu",State Police Head Quarters,1994,,6.5536094,7.4143061
asset_e3ee7af445,1511,Federal Mortgage Bank Of Nigeria,Office Building,Nasarawa,Lafia,"Jos Road, Lafia",PDP Secretairiat,1997,,8.4960459,8.5147636
asset_0ea3b9137c,1513,Federal Mortgage Bank Of Nigeria,Office Building,Delta,Oshimili South,"No.260 Nnebisi Road, Asaba",FMC,2010,,6.1880495,6.746842
asset_96f8cfbf57,1514,Federal Mortgage Bank Of Nigeria,Office Building,Jigawa,Dutse,"Kiyawa RoaD, Dutse",State Secretairiat,2010,,11.6909859,9.3390747
asset_844111614b,1515,Federal Mortgage Bank Of Nigeria,Office Building,Kogi,Lokoja,"IBB Way/Marine Road, Lokoja",Police HQ,2012,,7.802355,6.7430327
asset_fb86d71ed8,1516,Federal Mortgage Bank Of Nigeria,Office Building,Abia,Umuahia North,"Plot 189 Aguiyi Ironsi layout, Umuahia",,,,5.6078214,7.4762003
asset_98b291229d,1517,Federal Mortgage Bank Of Nigeria,Office Building,Adamawa,Yola North,Jimeta Road Yola,FCE Yola,,,9.2613996,12.2738886
asset_6a87ad8b61,1519,Federal Mortgage Bank Of Nigeria,Office Building,Katsina,Katsina,Yahaya Madaki Road,Adjacent First Bank,2010,,12.9894283,7.6006278
asset_14cbf735da,1520,Federal Mortgage Bank Of Nigeria,Office Building,Gombe,Gombe,"Bauchi Road, Gombe",PPMC Office,2010,,10.287368,11.1337893
asset_c29881c06c,1521,Federal Mortgage Bank Of Nigeria,Office Building,Zamfara,Gusau,"Umaru Yar'adua Way, Gusau",Former MR BIGGS,2010,,12.1658358,6.6606398
asset_34232b0a04,1522,Federal Mortgage Bank Of Nigeria,Office Building,Yobe,Damaturu,"Potiskum Road, Damaturu",Union Bank,2010,,11.747,11.9608
asset_d24b61104c,1523,Federal Mortgage Bank Of Nigeria,Office Building,Sokoto,Sokoto South,"Kano Road, Sokoto",First Bank,2010,,13.03565,5.2629592
